userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	3498	RUNX1	0.371729262454162	2.08842895313854	6	717	398	2870	2870	1330	1	6375	2219	RUNX1 Kasumi-1 (acute myeloblastic leukemia) RUNX1	Kasumi-1 (acute myeloblastic leukemia)	BTO:0004136	RUNX1		GEO	GSE65427_runx1_kasumi1_MACS_RUNX1_MA0002.2.damo.pwm.bed	13541
1	3591	SOX17	0.371729262454162	2.08842895313854	6	717	398	2870	2870	1330	1	6375	2219	SOX17 HUES64 (embryonic stem cells) SOX17	HUES64 (embryonic stem cells)	NULL	SOX17	NA	GTRD	EXP036748_HUES64--embryonic-stem-cells-_SOX17_MACS_SOX17_MA0078.1.damo.pwm.bed	10689
1	3609	SOX2	0.371729262454162	2.08842895313854	6	717	398	2870	2870	1330	1	6375	2219	SOX2 hESC-1 (Embryonic stem cells) SOX2	hESC-1 (Embryonic stem cells)	NULL	SOX2		GEO	GSE18292_sox2_esc_MACS_SOX2_MA0143.4.damo.pwm.bed	12842
1	3811	TCF7L2	0.371729262454162	2.08842895313854	6	717	398	2870	2870	1330	1	6375	2219	TCF7L2 HeLa S3 (cervical adenocarcinoma) TCF7L2	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	TCF7L2		ENCODE	ENCSR000EVF_HeLa-S3_TCF7L2_MACS_TCF7L2_MA0523.1.damo.pwm.bed	2205
1	3955	TP53	0.371729262454162	2.08842895313854	6	717	398	2870	2870	1330	1	6375	2219	TP53 lymphoblastoid cells TP53	lymphoblastoid cells	NULL	TP53	ionizing radiation	GTRD	EXP030855_lymphoblastoid-cells_TP53_MACS_TP53_MA0106.3.damo.pwm.bed	509
1	4159	ZNF143	0.371729262454162	2.08842895313854	6	717	398	2870	2870	1330	1	6375	2219	ZNF143 CUTLL1 (T-cell lymphoblastic lymphoma 1) ZNF143	CUTLL1 (T-cell lymphoblastic lymphoma 1)	NULL	ZNF143		GEO	GSE29600_znf143_cutll_MACS_ZNF143_MA0088.2.damo.pwm.bed	5324
1	594	CTCF	0.371076324994543	1.13148652323972	39	738	1054	1206	1206	999	12	6342	2208	CTCF HepG2 (hepatoblastoma) CTCF	HepG2 (hepatoblastoma)	BTO:0000599	CTCF		GTRD	EXP030400_HepG2--hepatoblastoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	50764
1	598	CTCF	0.371076324994543	1.13148652323972	39	738	1054	1206	1206	999	12	6342	2208	CTCF K562 (myelogenous leukemia) CTCF	K562 (myelogenous leukemia)	NULL	CTCF		GTRD	EXP030404_K562--myelogenous-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	46962
1	3355	RELA	0.371076324994543	1.13148652323972	39	738	1054	1206	1206	999	12	6342	2208	RELA MCF7 (Invasive ductal breast carcinoma) RELA	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	RELA	TNFa for 45m	GTRD	EXP036987_MCF7--Invasive-ductal-breast-carcinoma-_RELA_MACS_RELA_MA0107.1.damo.pwm.bed	11030
1	476	CTCF	0.368586865335414	1.14884516444503	33	741	1024	1379	1379	1050	10	6348	2210	CTCF CTCF	NA	NA	CTCF	NA	NA	ENCSR000DLW_endothelial_cell_of_umbilical_vein_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	39265
1	4076	USF1	0.368586865335414	1.14884516444503	33	741	1024	1379	1379	1050	10	6348	2210	USF1 Ishikawa (endometrial adenocarcinoma) USF1	Ishikawa (endometrial adenocarcinoma)	BTO:0003041	USF1		ENCODE	ENCSR000BSX_Ishikawa_USF1_MACS_USF1_MA0093.3.damo.pwm.bed	25706
1	186	AR	0.367403532531513	1.16042454334215	30	743	991	1473	1473	1070	9	6351	2211	AR LNCaP (prostate carcinoma) AR	LNCaP (prostate carcinoma)	BTO:0001321	AR		GEO	GSE63202_AR_lncap_MACS_AR_MA0007.3.damo.pwm.bed	9786
1	3000	NFE2L2	0.367403532531513	1.16042454334215	30	743	991	1473	1473	1070	9	6351	2211	NFE2L2 IMR90 (lung fibroblasts) NFE2L2	IMR90 (lung fibroblasts)	NULL	NFE2L2		GTRD	EXP039771_IMR90--lung-fibroblasts-_NFE2L2_MACS_NFE2L2_MA0150.2.damo.pwm.bed	29082
1	387	CEBPB	0.366289832943736	1.17490393744796	27	745	961	1564	1564	1090	8	6354	2212	CEBPB THP-1 (acute monocytic leukemia) CEBPB	THP-1 (acute monocytic leukemia)	BTO:0001370	CEBPB	Treatment: untreated, eGFP(EP mRNA)	GTRD	EXP047813_THP-1--acute-monocytic-leukemia-_CEBPB_MACS_CEBPB_MA0466.2.damo.pwm.bed	24461
1	753	CTCF	0.366289832943736	1.17490393744796	27	745	961	1564	1564	1090	8	6354	2212	CTCF 22RV1 (prostate carcinoma) CTCF	22RV1 (prostate carcinoma)	BTO:0002999	CTCF	10 nM 17β-hydroxy-5α-androstan-3-one (CHEBI:16330) for 4 hour	GTRD	EXP039943_22RV1--prostate-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	34792
1	2129	HNF4A	0.366289832943736	1.17490393744796	27	745	961	1564	1564	1090	8	6354	2212	HNF4A HepG2 (hepatoblastoma) HNF4A	HepG2 (hepatoblastoma)	BTO:0000599	HNF4A	none	GTRD	EXP030930_HepG2--hepatoblastoma-_HNF4A_MACS_HNF4A_MA1494.1.damo.pwm.bed	40673
1	3647	SPI1	0.366289832943736	1.17490393744796	27	745	961	1564	1564	1090	8	6354	2212	SPI1 GM12891 (male B- cells lymphoblastoid cell line) SPI1	GM12891 (male B- cells lymphoblastoid cell line)	NULL	SPI1		ENCODE	ENCSR000BIJ_GM12891_SPI1_MACS_SPI1_MA0080.5.damo.pwm.bed	50900
1	568	CTCF	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	CTCF GM12878 (female B-cells lymphoblastoid cell line) CTCF	GM12878 (female B-cells lymphoblastoid cell line)	NULL	CTCF		Array Express	ERP002246_ctcf_gm12878_MACS_CTCF_MA0139.1.damo.pwm.bed	23352
1	656	CTCF	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	CTCF MCF7 (Invasive ductal breast carcinoma) CTCF	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	CTCF	100 nM 17-beta-estradiol for 45 min	GTRD	EXP037647_MCF7--Invasive-ductal-breast-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	12741
1	939	CTCF	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	CTCF VA13 (transformed lung fibroblasts) CTCF	VA13 (transformed lung fibroblasts)	NULL	CTCF		GEO	GSE41048_ctcf_wi38va13_MACS_CTCF_MA0139.1.damo.pwm.bed	19330
1	1417	ESR1	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	SHGATA3_E2	GEO	GSE60270_esr1_mcf7-shgata3-e2_MACS_ESR1_MA0112.3.damo.pwm.bed	2489
1	3039	NKX3-1	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	NKX3-1 LNCaP (prostate carcinoma) NKX3-1	LNCaP (prostate carcinoma)	BTO:0001321	NKX3-1	ETOH	GEO	GSE28264_nkx3-1_lncap-etoh_MACS_NKX3-1_MA0124.2.damo.pwm.bed	1728
1	3184	NRF1	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	NRF1 T47D (invasive ductal carcinoma) NRF1	T47D (invasive ductal carcinoma)	BTO:0001248	NRF1	HAEGIN2	GEO	GSE59935_nrf1_t47d-haegin2_MACS_NRF1_MA0506.1.damo.pwm.bed	10336
1	3281	POU5F1	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	POU5F1 hESC-1 (Embryonic stem cells) POU5F1	hESC-1 (Embryonic stem cells)	NULL	POU5F1	PRIMED	GEO	GSE69646_pou5f1_esc-primed_MACS_POU5F1_MA1115.1.damo.pwm.bed	17960
1	3371	RELA	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	RELA HeLa-B2 RELA	HeLa-B2	NA	RELA	GRKD_TA_TNFA	GEO	GSE24518_rela_helab2-grkd-ta-tnfa_MACS_RELA_MA0107.1.damo.pwm.bed	3979
1	3700	SREBF1	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	SREBF1 MCF7 (Invasive ductal breast carcinoma) SREBF1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	SREBF1		ENCODE	ENCSR197DJH_MCF-7_SREBF1_MACS_SREBF1_MA0595.1.damo.pwm.bed	4411
1	3718	SRF	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	SRF HEL (Erythro Leukemia) SRF	HEL (Erythro Leukemia)	NULL	SRF	Treatment: Treated with 10ng/ml Dox & 15nM TPA for 24 horus Genotype: mkl overexpressed	GTRD	EXP053077_HEL--Erythro-Leukemia-_SRF_MACS_SRF_MA0083.3.damo.pwm.bed	9304
1	3801	TCF7	0.366265521536829	1.56625426015919	9	749	542	2585	2585	1290	2	6372	2218	TCF7 GM12878 (female B-cells lymphoblastoid cell line) TCF7	GM12878 (female B-cells lymphoblastoid cell line)	NULL	TCF7		ENCODE	ENCSR501DKS_GM12878_TCF7_MACS_TCF7_MA0769.2.damo.pwm.bed	7268
1	1392	ESR1	0.36556489208662	1.03927458317401	185	760	1380	212	1380	784	62	6196	2158	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1		GEO	GSE41561_esr1_mcf7_MACS_ESR1_MA0112.3.damo.pwm.bed	42520
1	908	CTCF	0.365281345565928	1.19352615367104	24	761	935	1691	1691	1130	7	6357	2213	CTCF CD20+ CTCF	CD20+	NULL	CTCF	Treatment: None;	GTRD	EXP054057_CD20-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	47818
1	1826	FOXA2	0.365281345565928	1.19352615367104	24	761	935	1691	1691	1130	7	6357	2213	FOXA2 HUES64 (embryonic stem cells) FOXA2	HUES64 (embryonic stem cells)	NULL	FOXA2		GTRD	EXP036705_HUES64--embryonic-stem-cells-_FOXA2_MACS_FOXA2_MA0047.3.damo.pwm.bed	22449
1	3615	SOX2	0.365281345565928	1.19352615367104	24	761	935	1691	1691	1130	7	6357	2213	SOX2 hiPSC SOX2	hiPSC	NULL	SOX2		GEO	GSE56567_sox2_ipsc_MACS_SOX2_MA0143.4.damo.pwm.bed	44530
1	3900	TFAP2C	0.365281345565928	1.19352615367104	24	761	935	1691	1691	1130	7	6357	2213	TFAP2C UCLA1 hESCs TFAP2C	UCLA1 hESCs	NULL	TFAP2C	PasNumber: p52; Genotype: TFAP2C -/-; Treatment: transduced construct that allows doxycycline inducible expression of TFAP2C;	GTRD	EXP047542_UCLA1-hESCs_TFAP2C_MACS_TFAP2C_MA0524.2.damo.pwm.bed	36939
1	161	AR	0.364461866742348	1.04474085966515	150	765	1237	284	1237	762	50	6231	2170	AR VCaP (prostate carcinoma) AR	VCaP (prostate carcinoma)	BTO:0003215	AR		GEO	GSE56086_AR_vcap_MACS_AR_MA0007.3.damo.pwm.bed	88405
1	1377	ESR1	0.364434261427717	1.21836250139662	21	766	874	1852	1852	1160	6	6360	2214	ESR1 MCF7L-P(immortalized breast epithelial cell line) ESR1	MCF7L-P(immortalized breast epithelial cell line)	NULL	ESR1	Treatment: treated with E2 for 4 hrs;	GTRD	EXP057861_MCF7L-P-immortalized-breast-epithelial-cell-line-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	4050
1	2602	JUND	0.364434261427717	1.21836250139662	21	766	874	1852	1852	1160	6	6360	2214	JUND GM12878 (female B-cells lymphoblastoid cell line) JUND	GM12878 (female B-cells lymphoblastoid cell line)	NULL	JUND	NULL	GTRD	EXP000436_GM12878--female-B-cells-_JUND_MACS_JUND_MA0491.2.damo.pwm.bed	10418
1	2996	NFE2L2	0.364434261427717	1.21836250139662	21	766	874	1852	1852	1160	6	6360	2214	NFE2L2 HepG2 (hepatoblastoma) NFE2L2	HepG2 (hepatoblastoma)	BTO:0000599	NFE2L2		ENCODE	ENCSR488EES_HepG2_NFE2L2_MACS_NFE2L2_MA0150.2.damo.pwm.bed	10584
1	3224	PBX2	0.364434261427717	1.21836250139662	21	766	874	1852	1852	1160	6	6360	2214	PBX2 K562 (myelogenous leukemia) PBX2	K562 (myelogenous leukemia)	NULL	PBX2	NA	GTRD	EXP039437_K562--myelogenous-leukemia-_PBX2_MACS_PBX2_MA1113.2.damo.pwm.bed	24496
1	4124	YY1	0.364434261427717	1.21836250139662	21	766	874	1852	1852	1160	6	6360	2214	YY1 HCT-116 (colon carcinoma) YY1	HCT-116 (colon carcinoma)	BTO:0001109	YY1		ENCODE	ENCSR000BNX_HCT116_YY1_MACS_YY1_MA0095.2.damo.pwm.bed	31954
1	1303	ESR1	0.364280089646086	1.07242122499546	77	771	1187	609	1187	856	25	6304	2195	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	100nm E2 (90 min)	GTRD	EXP040952_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	20150
1	1650	FOXA1	0.364280089646086	1.07242122499546	77	771	1187	609	1187	856	25	6304	2195	FOXA1 T47D (invasive ductal carcinoma) FOXA1	T47D (invasive ductal carcinoma)	BTO:0001248	FOXA1	E2	GTRD	EXP000623_T47D--invasive-ductal-carcinoma-_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	9600
1	3888	TFAP2C	0.364280089646086	1.07242122499546	77	771	1187	609	1187	856	25	6304	2195	TFAP2C UCLA1 hESCs TFAP2C	UCLA1 hESCs	NULL	TFAP2C	PasNumber: p33; Treatment: 5 days in 5iLAF;	GTRD	EXP047537_UCLA1-hESCs_TFAP2C_MACS_TFAP2C_MA0524.2.damo.pwm.bed	71372
1	416	CREB1	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	CREB1 WA01 (H1, human embryonic stem cells) CREB1	WA01 (H1, human embryonic stem cells)	NULL	CREB1		ENCODE	ENCSR000BSN_H1-hESC_CREB1_MACS_CREB1_MA0018.4.damo.pwm.bed	28600
1	879	CTCF	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	CTCF T47D (invasive ductal carcinoma) CTCF	T47D (invasive ductal carcinoma)	BTO:0001248	CTCF	Treatment: 110 mM NaCl for 30 min  Source: T47D whole cell	GTRD	EXP053046_T47D--invasive-ductal-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	21116
1	1015	E2F1	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	E2F1 LNCaP (prostate carcinoma) E2F1	LNCaP (prostate carcinoma)	BTO:0001321	E2F1	Vehicle	GTRD	EXP032862_LNCaP--prostate-carcinoma-_E2F1_MACS_E2F1_MA0024.3.damo.pwm.bed	17348
1	1157	ESR1	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	ESR1 T47D (invasive ductal carcinoma) ESR1	T47D (invasive ductal carcinoma)	BTO:0001248	ESR1	1 h with 0.02% Dimethyl sufloxide (DMSO) (Myers)	ENCODE	ENCSR000BLL_T47D_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	2757
1	1384	ESR1	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	TLED	GEO	GSE27300_esr1_mcf7-tled_MACS_ESR1_MA0112.3.damo.pwm.bed	1564
1	1906	GATA1	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	GATA1 CD36+ erythroid cells GATA1	CD36+ erythroid cells	NULL	GATA1	BRG1 KD shLuc control	GTRD	EXP000914_CD36--erythroid-cells_GATA1_MACS_GATA1_MA0035.4.damo.pwm.bed	22864
1	1907	GATA1	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	GATA1 CD36+ erythroid cells GATA1	CD36+ erythroid cells	NULL	GATA1	BRG1 KD shLuc control	GTRD	EXP000914_CD36--erythroid-cells_GATA1_MACS_GATA1_MA0140.2.damo.pwm.bed	23405
1	1929	GATA2	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	GATA2 K562 (myelogenous leukemia) GATA2	K562 (myelogenous leukemia)	NULL	GATA2		ENCODE	ENCSR000DKA_K562_GATA2_MACS_GATA2_MA0036.3.damo.pwm.bed	26344
1	2799	MYC	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	MYC GM12878 (female B-cells lymphoblastoid cell line) MYC	GM12878 (female B-cells lymphoblastoid cell line)	NULL	MYC	NULL	GTRD	EXP000439_GM12878--female-B-cells-_MYC_MACS_MYC_MA0059.1.damo.pwm.bed	21677
1	2955	MYCN	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	MYCN SHEP-21N MYCN	SHEP-21N	NA	MYCN		GEO	GSE80151_mycn_shep21_MACS_MYCN_MA0104.4.damo.pwm.bed	24321
1	3326	RBPJ	0.364238973937816	1.39229269421517	12	774	637	2359	2359	1260	3	6369	2217	RBPJ NHEK RBPJ	NHEK	NA	RBPJ		GEO	GSE29498_rbpj_NHEK_MACS_RBPJ_MA1116.1.damo.pwm.bed	19869
1	241	ATF2	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	ATF2 HEK293 (embryonic kidney) ATF2	HEK293 (embryonic kidney)	NULL	ATF2	NA	GTRD	EXP039894_HEK293--embryonic-kidney-_ATF2_MACS_ATF2_MA1632.1.damo.pwm.bed	16137
1	282	BATF3	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	BATF3 ST-1 (Adult T acute lymphoblastic leukemia) BATF3	ST-1 (Adult T acute lymphoblastic leukemia)	NULL	BATF3	Treatment: BirA enzyme were transduced with N-terminally tagged BATF3 (pRCMV/TO-flag-BIOTIN-BATF3-puro)	GTRD	EXP049467_ST-1--Adult-T-acute-lymphoblastic-leukemia-_BATF3_MACS_BATF3_MA0835.2.damo.pwm.bed	5818
1	458	CTCF	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	CTCF T47D (invasive ductal carcinoma) CTCF	T47D (invasive ductal carcinoma)	BTO:0001248	CTCF	1 h with 0.02% Dimethyl sufloxide (DMSO) (Myers)	ENCODE	ENCSR000BNO_T47D_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	26379
1	510	CTCF	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	CTCF GM12870 (male B-cells) CTCF	GM12870 (male B-cells)	NULL	CTCF		ENCODE	ENCSR000DRK_GM12870_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	38893
1	571	CTCF	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	CTCF HL-60 (acute myeloid leukemia) CTCF	HL-60 (acute myeloid leukemia)	BTO:0000738	CTCF		Array Express	ERP008568_ctcf_hl60_MACS_CTCF_MA0139.1.damo.pwm.bed	28129
1	843	CTCF	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	CTCF MDM(monocyte derived macrophages) CTCF	MDM(monocyte derived macrophages)	NULL	CTCF	Treatment: H5N1 IAV infected 6hr	GTRD	EXP047826_MDM-monocyte-derived-macrophages-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	29557
1	1364	ESR1	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	Treatment: 10 nM Estradiol for 45 mins Genotype: ER+/PR+	GTRD	EXP049950_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	7185
1	2683	MAFK	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	MAFK K562 (myelogenous leukemia) MAFK	K562 (myelogenous leukemia)	NULL	MAFK	NA	ENCODE	ENCSR000EGX_K562_MAFK_MACS_MAFK_MA0496.3.damo.pwm.bed	21126
1	3504	RUNX1	0.363841854472073	1.25314125814906	18	785	830	1996	1996	1200	5	6363	2215	RUNX1 Jurkat (T-cells) RUNX1	Jurkat (T-cells)	BTO:0000661	RUNX1		GEO	GSE76181_runx1_jurkat_MACS_RUNX1_MA0002.2.damo.pwm.bed	26249
1	617	CTCF	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	CTCF THP-1 (acute monocytic leukemia) CTCF	THP-1 (acute monocytic leukemia)	BTO:0001370	CTCF		GTRD	EXP032934_THP-1--acute-monocytic-leukemia-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	29314
1	845	CTCF	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	CTCF MDM(monocyte derived macrophages) CTCF	MDM(monocyte derived macrophages)	NULL	CTCF	Treatment: IFNb treated 6hr	GTRD	EXP047828_MDM-monocyte-derived-macrophages-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	28851
1	935	CTCF	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	CTCF pancreatic islets CTCF	pancreatic islets	NULL	CTCF		GEO	GSE23784_ctcf_islet_MACS_CTCF_MA0139.1.damo.pwm.bed	26632
1	1064	EGR1	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	EGR1 K562 (myelogenous leukemia) EGR1	K562 (myelogenous leukemia)	NULL	EGR1		GTRD	EXP039497_K562--myelogenous-leukemia-_EGR1_MACS_EGR1_MA0162.4.damo.pwm.bed	19343
1	1902	GATA1	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	GATA1 primary erythroblasts GATA1	primary erythroblasts	NULL	GATA1	NULL	GTRD	EXP000701_primary-erythroblasts_GATA1_MACS_GATA1_MA0035.4.damo.pwm.bed	25151
1	2985	NEUROG2	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	NEUROG2 MRC-5 (fetal lung fibroblasts) NEUROG2	MRC-5 (fetal lung fibroblasts)	BTO:0001590	NEUROG2	1 DPT	GTRD	EXP037155_MRC-5--fetal-lung-fibroblasts-_NEUROG2_MACS_NEUROG2_MA1642.1.damo.pwm.bed	28138
1	3461	RUNX1	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	RUNX1 CUTLL1 (T-cell lymphoblastic lymphoma 1) RUNX1	CUTLL1 (T-cell lymphoblastic lymphoma 1)	NULL	RUNX1	vehicle	GTRD	EXP032406_CUTLL1--T-cell-lymphoblastic-lymphoma-1-_RUNX1_MACS_RUNX1_MA0002.2.damo.pwm.bed	37352
1	3792	TCF3	0.363669558213157	1.30531878209663	15	794	770	2200	2200	1250	4	6366	2216	TCF3 TCF3	NA	NA	TCF3	NA	GEO	GSE59538_TCF3_icn12_MACS_TCF3_MA0522.3.damo.pwm.bed	33348
1	1714	FOXA1	0.363006318913955	1.04471919768364	147	802	1238	290	1238	777	49	6234	2171	FOXA1 MCF7 WS8 cells FOXA1	MCF7 WS8 cells	NULL	FOXA1	Treatment: 45 min ethanol	GTRD	EXP048453_MCF7-WS8-cells_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	30531
1	124	AR	0.360955417349203	1.07479949347756	71	803	1181	659	1181	881	23	6310	2197	AR VCaP (prostate carcinoma) AR	VCaP (prostate carcinoma)	BTO:0003215	AR	DHAT_18H	GEO	GSE28950_AR_vcap-dhat-18h_MACS_AR_MA0007.3.damo.pwm.bed	28279
1	3740	STAT3	0.360955417349203	1.07479949347756	71	803	1181	659	1181	881	23	6310	2197	STAT3 NCI-H358 (human nnon small cell lung cancer cell line) STAT3	NCI-H358 (human nnon small cell lung cancer cell line)	BTO:0002835	STAT3		GTRD	EXP048895_NCI-H358--human-nnon-small-cell-lung-cancer-cell-line-_STAT3_MACS_STAT3_MA0144.2.damo.pwm.bed	18073
1	961	CTCF	0.359239306911372	1.07615370191574	68	805	1177	703	1177	895	22	6313	2198	CTCF CTCF	NA	NA	CTCF	NA	GEO	GSE50893_ctcf_gm2610_MACS_CTCF_MA0139.1.damo.pwm.bed	66631
1	1374	ESR1	0.357483507980512	1.07763891759886	65	806	1176	738	1176	907	21	6316	2199	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	Treatment: vehicle (0.01% EtOH) for 30 mins Genotype: wildtype-ER	GTRD	EXP053341_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	15436
1	1003	DUX4	0.355684650307792	1.07927478842216	62	807	1167	769	1167	914	20	6319	2200	DUX4 induced pluripotent stem cells DUX4	induced pluripotent stem cells	NULL	DUX4	18hr dox-induction	GTRD	EXP038408_induced-pluripotent-stem-cells_DUX4_MACS_DUX4_MA0468.1.damo.pwm.bed	129116
1	27	AR	0.353838877300869	1.08108509865131	59	808	1164	805	1164	926	19	6322	2201	AR LNCaP (prostate carcinoma) AR	LNCaP (prostate carcinoma)	BTO:0001321	AR	BICALUTAMIDE	GTRD	EXP032859_LNCaP--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	12995
1	336	CEBPA	0.353838877300869	1.08108509865131	59	808	1164	805	1164	926	19	6322	2201	CEBPA THP-1 (acute monocytic leukemia) CEBPA	THP-1 (acute monocytic leukemia)	BTO:0001370	CEBPA	Treatment: 100 nM 1,25(OH)2D3 for 2 hrs	GTRD	EXP053362_THP-1--acute-monocytic-leukemia-_CEBPA_MACS_CEBPA_MA0019.1.damo.pwm.bed	42489
1	482	CTCF	0.35279700536567	1.05574702862481	94	810	1230	482	1230	841	31	6287	2189	CTCF MCF7 (Invasive ductal breast carcinoma) CTCF	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	CTCF		ENCODE	ENCSR000DML_MCF-7_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	69084
1	335	CEBPA	0.35194174387398	1.08309891790339	56	811	1153	859	1153	941	18	6325	2202	CEBPA THP-1 (acute monocytic leukemia) CEBPA	THP-1 (acute monocytic leukemia)	BTO:0001370	CEBPA	Treatment: 0.1 % EtOH for 2 hrs	GTRD	EXP053361_THP-1--acute-monocytic-leukemia-_CEBPA_MACS_CEBPA_MA0102.4.damo.pwm.bed	43181
1	651	CTCF	0.35194174387398	1.08309891790339	56	811	1153	859	1153	941	18	6325	2202	CTCF RH4 (alveolar rhabdomyosarcoma) CTCF	RH4 (alveolar rhabdomyosarcoma)	NULL	CTCF		GTRD	EXP037532_RH4--alveolar-rhabdomyosarcoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	58842
1	2718	MAX	0.35194174387398	1.08309891790339	56	811	1153	859	1153	941	18	6325	2202	MAX U-87MG MAX	U-87MG	NA	MAX		GEO	GSE36354_max_u87mg_MACS_MAX_MA0058.3.damo.pwm.bed	54709
